RELEVE_NUMBER,FIELD RELEVE NUMBER,DATE (YEARMONTHDAY),RELEVE AREA (M2),RELEVE SHAPE,COVERSCALE,REPEAT SAMPLED (Y/N),COLLECTION,COLLECTION METHOD,SYNTAXON CODE,SYSTEM FOR PLANT COMMUNITY NAME,PLANT COMMUNITY NAME,AUTHOR CODE,REFERENCE FOR SPECIES DATA,TABLE NUMBER FOR SPECIES DATA,NUMBER OF RELEVE IN TABLE,REFERENCE FOR ENVIRONMENTAL DATA,TABLE NUMBER FOR ENVIRONMENTAL DATA,SUBZONE,COUNTRY CODE,DATASET,REGION,LOCATION,PHYSIOGRAPHIC DIVISION,PHYSIOGRAPHIC REGION SOURCE,GEOREFERENCE (Y/N),GEOREFERENCE SOURCE,GEOREFERENCE ACCURACY (M),LATITUDE WGS 84 (DD),LONGITUDEWGS84'(DD),ALTITUDE (M),SLOPE (DEGREES),ASPECT (DEGREES),TOPOGRAPHIC POSITION,SURFICIAL GEOLOGY,HABITAT TYPE ,SITE MOISTURE,DISTURBANCE,ORGANIC LAYER DEPTH (CM),SOIL TEXTURE  TOP MINERAL HORIZON,SOIL PH (at 10 cm),MOSSES IDENTIFIED (Y/N),LIVERWORTS IDENTIFIED (Y/N),LICHENS IDENTIFIED (Y/N),VASCULAR PLANT TAXONOMIC QUALITY ,CRYPTOGAM TAXONOMIC QUALITY,COVER TREE LAYER (%),COVER SHRUB LAYER (%),COVER TALL SHRUBS (%),COVER LOW SHRUBS (%),COVER ERECT DWARF-SHRUBS (%),COVER PROSTRATE DWARF-SHRUBS (%),COVER GRAMINOIDS (%),COVER TUSSOCK GRAMINOIDS (%),COVER FORBS (%),COVER SEEDLESS VASCULAR PLANTS (%),COVER MOSSES & LIVERWORTS (%),COVER LICHEN LAYER (%),COVER CRUST(%),COVER ALGAE LAYER (%),COVER BARE SOIL (%),COVER BARE ROCK (%),COVER OPEN WATER (%),COVER LITTER LAYER (%),COVER TOTAL (%),MEAN CANOPY HEIGHT (CM),MEAN TREE LAYER HEIGHT (CM),MEAN SHRUB LAYER HEIGHT (CM),MEAN HERB LAYER HEIGHT (CM),MEAN MOSS LAYER HEIGHT (CM),REMARKS
04--K1a,,8/26/2004,,,Drude,,,,,,Aulacomnium palustre - Carex chordorriza + C.fuscidula + Eriophorum brachyantherum + E.russeolum + E.polystachion -,Igor Pospelov,,,,,,??,RU,,Taymyr,,,,Y,GPS,,71.67227382,102.5632802,10,0,-1,RIPZN,,,,,,ORG,,Y,Y,Y,1,1,5,,,,,,20,,,,100,,,,,,,,100,,100--300,,,,
04--K1b,,8/26/2004,,,Drude,,,,,,Hylocomium splendens var.obtusifolium + Tomentypnum nitens - Arctous alpina + Vaccinium uliginosum - Eriophorum brachyantherum + Carex dioica,Igor Pospelov,,,,,,??,RU,,Taymyr,,,,Y,GPS,,71.67227382,102.5632802,10,0,-1,RIPZN,,,,,,ORG,,Y,Y,Y,1,1,5,,,,30,,20,,,,90,,,,,,,,100,,100--300,,,,
04--L1,,8/13/2004,,,Drude,,,,,,Hylocomium splendens (Hedw.) Schimp. var.obtusifolium + Aulacomnium turgidum - Carex arctisibirica - Dryas punctata + Cassiope tetragona + Salix arctica,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,74.4351347,99.72065921,15,0,-1,EL_PLN,,,,,,LOM,,Y,Y,Y,1,1,0,,,40,,,50,,,,60,,,,,,,,70,,,,,,
04--L2,,8/13/2004,,,Drude,,,,,,Tomentypnum nitens + Ptilidium ciliare + Hylocomium splendens var.obtusifolium - Eriophorum polystachion + Carex arctisibirica + C.concolor - Salix reptans,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,74.43628472,99.72515959,10,3,180,BACK,,,,,,LOM,,Y,Y,Y,1,1,0,,,20,,,50,,,,70,,,,,,,,100,,,,,,
04cpa--2000,,8/12/2000,,,Drude,,,,,,Hylocomium splendens (Hedw.) Schimp. var.obtusifolium + Tomentypnum nitens - Dryas punctata - Carex arctisibirica,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,74.69217,102.51119,155,2,135,BACK,,,,,,LOM,,Y,Y,Y,1,1,0,,,,40,,30,,,,70,,,,,,,,70,,,,,,
04--cTc--pba,,8/14/2004,,,Drude,,,,,,Polytrichum strictum - Betula nana + Salix pulchra - Cassiope tetragona + Dryas punctata,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,74.44864493,99.69972747,10,0,-1,LW_PLN,,,,,,ORG,,Y,Y,Y,1,1,0,,,40,15,,,,,,95,,,,,,,,95,,,,,,
04--cTc--pbb,,8/14/2004,,,Drude,,,,,,Eriophorum polystachion - Aulacomnium palustre + Meesia triquetra -,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,74.44864493,99.69972747,10,0,-1,LW_PLN,,,,,,ORG,,Y,Y,Y,1,1,0,,,,,,70,,,,30,,,,,,,,100,,,,,,
050--98,,7/31/1998,,,Drude,,,,,,Dryas punctata - Mixherbae -,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.33505,105.77001,60,30,135,BACK,,,,,,SND,,Y,Y,Y,1,1,0,,,,80,,,,20,,,,,,,,,,80,,,,,,
051--98,,8/2/1998,,,Drude,,,,,,Dryas punctata + Salix polaris + Cassiope tetragona - Hylocomium splendens var.obtusifolium + Rhacomitrium lanuginosum - Novosieversia glacialis,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.37598,105.28626,280,0,-1,EL_PLN,,,,,,GRV,,Y,Y,Y,1,1,0,,,,,,85,,,,50,,,,,,,,40,,,,,,
052--98,,8/2/1998,,,Drude,,,,,,Hylocomium splendens var.obtusifolium + Tomentypnum nitens - Carex arctisibirica - Dryas punctata + Salix polaris,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.37836,105.27691,300,0,-1,EL_PLN,,,,,,LOM,,Y,Y,Y,1,1,0,,,,40,,50,,,,80,,,,,,,,50,,,,,,
053--98,,8/2/1998,,,Drude,,,,,,Hylocomium splendens var.obtusifolium + Thuidium sp. - Thamnolia vermicularis + Cetraria cuculata + Stereocaulon sp. Novosieversia glacialis,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.3753,105.26277,430,0,-1,EL_PLN,,,,,,GRV,,Y,Y,Y,1,1,0,,,,,,,,10,,50,25,,,,,,,20,,,,,,
054--98,,8/2/1998,,,Drude,,,,,,Dicranoweissia crispula - Lichenes - Phippsia algida,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.38705,105.25124,600,0,-1,EL_PLN,,,,,,GRV,,Y,Y,Y,1,1,0,,,,,,5,,,,20,10,,,,,,,10,,,,,,
054--98+,,8/2/1998,,,Drude,,,,,,Aulacomnium turgidum + Oncophorus wahlenbergii + Bryum cryophilum - Phippsia algida -,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.38996,105.29639,520,0,-1,EL_PLN,,,,,,GRV,,Y,Y,Y,1,1,0,,,,,,10,,,,50,,,,,,,,50,,,,,,
055--98,,8/4/1998,,,Drude,,,,,,Mixherbae ,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.41759,105.2927,100,30,180,BACK,,,,,,GRV,,Y,Y,Y,1,1,0,,,,,,,,30,,,,,,,,,,25,,,,,,
056--98,,8/4/1998,,,Drude,,,,,,Dryas punctata - Mixherbae - Polytrichum sp.,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.41832,105.27765,180,0,-1,CRST,,,,,,GRV,,Y,Y,Y,1,1,0,,,,60,,,,20,,10,,,,,,,,60,,,,,,
057--98,,8/4/1998,,,Drude,,,,,,Mixherbae - Poa glauca + Festuca brachyphylla -,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.41453,105.275,170,30,180,BACK,,,,,,GRV,,Y,Y,Y,1,1,0,,,,,,10,,20,,,,,,,,,,30,,,,,,
058--98,,8/5/1998,,,Drude,,,,,,Mixherbae ,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.30539,105.46012,50,0,-1,LW_PLN,,,,,,GRV,,Y,Y,Y,1,1,0,,,,,,,,20,,,,,,,,,,20,,,,,,
059--98,,8/5/1998,,,Drude,,,,,,Hylocomium splendens var.obtusifolium + Tomentypnum nitens - Dryas punctata + Salix arctica + Cassiope tetragona Carex arctisibirica,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.29281,105.57411,80,0,-1,EL_PLN,,,,,,LOM,,Y,Y,Y,1,1,0,,,,75,,20,,,,80,,,,,,,,90,,,,,,
05cpa--2000,,8/12/2000,,,Drude,,,,,,Dryas punctata - Novosieversia glacialis - lichen crust,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,74.68461,102.52078,160,0,-1,EL_PLN,,,,,,GRV,,Y,Y,Y,1,1,0,,,,20,,,,10,,,10,,,,,,,35,,,,,,
06--026,,8/22/2006,,,Drude,,,,,,Tomentypnum nitens - Dryas crenulata - Carex arctisibirica,Igor Pospelov,,,,,,FT,RU,,Taymyr,,,,Y,GPS,,71.59529625,106.0904586,120,0,-1,EL_PLN,,,,,,LOM,,Y,Y,Y,1,1,0,,,,30,,25,,,,60,,,,,,,,90,,,,,,
060--98a,,8/5/1998,,,Drude,,,,,,Deschampsia borealis + Calamagrostis holmii ,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.26821,105.72325,90,,,BACK,,,,,,CLY,,Y,Y,Y,1,1,0,,,,10,,,,,,,,,,,,,,10,,,,,,
060--98b,,8/5/1998,,,Drude,,,,,,Mixherbae - Tomentypnum nitens - Salix reptans + S.richardsonii,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.26821,105.72325,90,,,BACK,,,,,,CLY,,Y,Y,Y,1,1,0,,,,10,,,,20,,20,,,,,,,,50,,,30,,,
060--98v,,8/5/1998,,,Drude,,,,,,Mixherbae aggr. ,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.26821,105.72325,90,,,BACK,,,,,,CLY,,Y,Y,Y,1,1,0,,,,,,,,5,,,,,,,,,,5,,,,,,
061--98,,8/7/1993,,,Drude,,,,,,Papaver polare + Mixherbae - Rhacomitrium lanuginosum + Hylocomium splendens var.obtusifolium + Thuidium sp. - Salix polaris,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.42737,105.6702,310,8.5,180,BACK,,,,,,GRV,,Y,Y,Y,1,1,0,,,,5,,,,10,,10,,,,,,,,20,,,,,,
062--98,,8/7/1993,,,Drude,,,,,,Tomentypnum nitens + Polytrichum sp. - Carex concolor + Eriophorum polystachion - Salix polaris,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.43087,105.68921,350,0,-1,EL_PLN,,,,,,LOM,,Y,Y,Y,1,1,0,,,,40,,50,,,,70,,,,,,,,80,,,,,,
063--98,,8/7/1998,,,Drude,,,,,,Tomentypnum nitens + Aulacomnium turgidum + Polytrichum strictum - Carex concolor - Salix polaris,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.43287,105.69543,350,3,90,BACK,,,,,,LOM,,Y,Y,Y,1,1,0,,,,10,,30,,,,100,,,,,,,,90,,,,,,
064--98,,8/7/1998,,,Drude,,,,,,Alopecurus alpinus + Arctagrostis latifolia + Phippsia algida - Musci spsp. - Mixherbae,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.43921,105.71741,370,6,135,FOOT,,,,,,LOM,,Y,Y,Y,1,1,0,,,,,,10,,10,,10,,,,,,,,30,,,,,,
064--98+,,8/7/1998,,,Drude,,,,,,Lichenes spsp. ,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.498,105.92804,740,0,-1,EL_PLN,,,,,,GRV,,Y,Y,Y,1,1,0,,,,,,,,,,,20,,,,,,,2,,,,,,
065--98++,,8/9/1998,,,Drude,,,,,,Tomentypnum nitens + Hylocomium splendens var.obtusifolium - Dryas punctata + Cassiope tetragona - Carex arctisibirica,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.50302,105.62628,200,6,225,BACK,,,,,,LOM,,Y,Y,Y,1,1,0,,,,50,,20,,,,80,,,,,,,,100,,,,,,
065--98+++,,8/9/1998,,,Drude,,,,,,Salix polaris + Dryas punctata - Mixherbae -,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.50324,105.63149,200,,,BACK,,,,,,GRV,,Y,Y,Y,1,1,0,,,,70,,,,30,,,,,,,,,,80,,,,,,
065--98++++,,8/9/1998,,,Drude,,,,,,Dryas punctata - Hylocomium splendens var.obtusifolium - Mixherbae,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.50314,105.62534,200,6,225,BACK,,,,,,GRV,,Y,Y,Y,1,1,0,,,,60,,,,20,,50,,,,,,,,90,,,,,,
065--98+a,,8/9/1998,,,Drude,,,,,,Poa glauca - Mixherbae -,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.5029,105.62769,200,32.5,225,BACK,,,,,,GRV,,Y,Y,Y,1,1,0,,,,,,20,,10,,,,,,,,,,30,,,,,,
065--98+b,,8/9/1998,,,Drude,,,,,,Dryas punctata - Carex rupestris - Mixherbae,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.5029,105.62769,200,32.5,225,BACK,,,,,,GRV,,Y,Y,Y,1,1,0,,,,60,,20,,20,,,,,,,,,,70,,,,,,
065--98+v,,8/9/1998,,,Drude,,,,,,Poa alpigena + P.arctica - Rhodiola rosea + Pachypleurum alpinum -,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.5029,105.62769,200,32.5,225,BACK,,,,,,GRV,,Y,Y,Y,1,1,0,,,,,,40,,20,,,,,,,,,,100,,,,,,
065--98a,,8/9/1998,,,Drude,,,,,,Chamaenerion latifolium ,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.50254,105.62862,200,0,-1,RIPZN,,,,,,GRV,,Y,Y,Y,1,1,0,,,,,,,,5,,,,,,,,,,10,,,,,,
065--98b,,8/9/1998,,,Drude,,,,,,Dryas punctata - Novosieversia glacialis -,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.50254,105.62862,200,0,-1,RIPZN,,,,,,GRV,,Y,Y,Y,1,1,0,,,,30,,,,10,,,,,,,,,,50,,,,,,
065--98v,,8/9/1998,,,Drude,,,,,,Rhacomitrium lanuginosum - Dryas punctata + Cassiope tetragona + Salix polaris - Carex arctisibirica + C.rupestris + C.misandra,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.50254,105.62862,200,0,-1,RIPZN,,,,,,SND,,Y,Y,Y,1,1,0,,,,30,,10,,,,40,,,,,,,,90,,,,,,
066--98,,8/9/1998,,,Drude,,,,,,Tomentypnum nitens + Aulacomnium turgidum - Carex concolor + Carex arctisibirica - Dryas punctata + Salix polaris,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.50415,105.55293,130,0,-1,RIPZN,,,,,,ORG,,Y,Y,Y,1,1,0,,,,20,,50,,,,100,,,,,,,,100,,,,,,
067--98,,8/9/1998,,,Drude,,,,,,Hylocomium splendens var.obtusifolium + Rhacomitrium lanuginosum + Ptilidium ciliare - Dryas punctata + Cassiope tetragona - Carex arctisibirica + Novosieversia glacialis,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.50419,105.53778,130,0,-1,BACK,,,,,,GRV,,Y,Y,Y,1,1,0,,,,70,,15,,,,80,,,,,,,,95,,,,,,
068--98,,8/9/1998,,,Drude,,,,,,Hylocomium splendens var.obtusifolium + Ptilidium ciliare - Dryas punctata + Cassiope tetragona + Salix polaris - Salix reptans + S.richardsonii,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.49191,105.51558,120,25,315,BACK,,,,,,LOM,,Y,Y,Y,1,1,0,,,20,50,,,,,,70,,,,,,,,80,,,60,,,
069--98,,8/9/1998,,,Drude,,,,,,Salix reptans - Eriophorum polystachion + Carex concolor - Drepanocladus spsp.,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.48859,105.51262,120,4,315,BACK,,,,,,LOM,,Y,Y,Y,1,1,0,,,40,,,40,,,,20,,,,,,,,100,,,50,,,
06--STS1,,8/23/2006,,,Drude,,,,,,Tomentypnum nitens - Dryas crenulata - Salix recurvigemmis + Eriophorum vaginatum + Carex arctisibirica,Igor Pospelov,,,,,,FT,RU,,Taymyr,,,,Y,GPS,,71.59329622,106.0884585,120,0,-1,EL_PLN,,,,,,LOM,,Y,Y,Y,1,1,0,,,,30,,,,,,60,,,,,,,,70,,,,,,
06--STS2a,,8/23/2006,,,Drude,,,,,,Tomentypnum nitens - Dryas crenulata + Arctous alpina - Carex arctisibirica,Igor Pospelov,,,,,,FT,RU,,Taymyr,,,,Y,GPS,,71.59049619,106.0814579,112,0,-1,LW_PLN,,,,,,ORG,,Y,Y,Y,1,1,0,,,,30,,20,,,,60,,,,,,,,100,,,,,,
06--STS2b,,8/23/2006,,,Drude,,,,,,Warnstorfia fluitans - Carex concolor + C.chordorrhiza - ,Igor Pospelov,,,,,,FT,RU,,Taymyr,,,,Y,GPS,,71.59049619,106.0814579,112,0,-1,LW_PLN,,,,,,ORG,,Y,Y,Y,1,1,0,,,,,,30,,,,80,,,,,,,,100,,,,,,
06--STS3,,8/23/2006,,,Drude,,,,,,Tomentypnum nitens + Hylocomium splendens + Dicranum elongatum - Vaccinium minus + V.uliginosum - Ledum decumbens + Betula nana + Salix glauca,Igor Pospelov,,,,,,FT,RU,,Taymyr,,,,Y,GPS,,71.59769632,106.080458,125,0,-1,EL_PLN,,,,,,LOM,,Y,Y,Y,1,1,20,,,25,30,,,,,,100,,,,,,,,100,,600--1000,,,,
06cpa--2000,,8/12/2000,,,Drude,,,,,,Carex arctisibirica - Tomentypnum nitens + Hylocomium splendens var.obtusifolium - Dryas punctata,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,74.66706,102.54367,65,0,-1,EL_PLN,,,,,,LOM,,Y,Y,Y,1,1,0,,,,40,,50,,,,45,,,,,,,,75,,,,,,
070--98a,,8/9/1998,,,Drude,,,,,,Sphagnum spsp. + Polytrichum strictum - Dryas punctata + Salix polaris - Carex arctisibirica,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.48057,105.49155,120,12.5,360,BACK,,,,,,GRV,,Y,Y,Y,1,1,0,,,,35,,15,,,,60,,,,,,,,90,,,,,,
070--98b,,8/9/1998,,,Drude,,,,,,Salix polaris + Dryas punctata - Lichenes - Mixherbae,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.48057,105.49155,120,12.5,360,BACK,,,,,,GRV,,Y,Y,Y,1,1,0,,,,40,,,,15,,,30,,,,,,,50,,,,,,
071--98,,8/10/1998,,,Drude,,,,,,Festuca brachyphylla + Poa glauca - Oxytropis nigrescens - Dryas punctata,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.41478,105.26488,200,0,-1,EL_PLN,,,,,,GRV,,Y,Y,Y,1,1,0,,,,10,,40,40,10,,,,,,,,,,60,,,,,,
072--98,,8/10/1998,,,Drude,,,,,,Dryas punctata - Tomentypnum nitens + Aulacomnium turgidum + Polytrichum strictum - Mixherbae,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.4252,105.27402,80,0,-1,RIPZN,,,,,,GRV,,Y,Y,Y,1,1,0,,,,50,,,,10,,40,,,,,,,,90,,,,,,
072--98+,,8/10/1998,,,Drude,,,,,,Cassiope tetragona + Dryas punctata - Hylocomium splendens var.obtusifolium - Mixherbae,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.42556,105.2712,80,0,-1,RIPZN,,,,,,GRV,,Y,Y,Y,1,1,0,,,,50,,,,10,,40,,,,,,,,100,,,,,,
073--98,,8/10/1998,,,Drude,,,,,,Rhacomitrium lanuginosum + Ptilidium ciliare + Hylocomium splendens var.obtusifolium - Cassiope tetragona - Cetraria cucullata + C.nivalis + Cladina sylvatica + Cetraria delisei + Thamnolia vermicularis + Stereocaulon sp. + Nephroma sp.,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.42709,105.28112,90,0,-1,FOOT,,,,,,GRV,,Y,Y,Y,1,1,0,,,,50,,,,,,100,30,,,,,,,90,,,,,,
074--98a,,8/10/1998,,,Drude,,,,,,Dryas punctata - Dicranum elongatum + Tomentypnum nitens + Polytrichum strictum - Salix reptans,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.4166,105.32657,70,0,-1,RIPZN,,,,,,GRV,,Y,Y,Y,1,1,0,,,15,60,,,,,,60,,,,,,,,95,,,,,,
074--98b,,8/10/1998,,,Drude,,,,,,Salix reptans - Festuca spsp. + Deschampsia spsp. - Mixherbae,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.41707,105.32564,70,0,-1,RIPZN,,,,,,GRV,,Y,Y,Y,1,1,0,,,30,,,20,,10,,,,,,,,,,90,,,50,,,
074--98v,,8/10/1998,,,Drude,,,,,,Deschampsia glauca + Arctagrostis arundinacea + A.latifolia - Carex concolor + Eriophorum polystachion - Salix reptans,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.4166,105.32563,70,0,-1,RIPZN,,,,,,SLT,,Y,Y,Y,1,1,0,,,5,,,50,,,,,,,,,,,,40,,,20,,,
074--98g,,8/10/1998,,,Drude,,,,,,Eriophorum scheuchzeri + E. polystachion + Carex concolor - Dupontia fisheri -,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.41624,105.32751,70,0,-1,RIPZN,,,,,,SLT,,Y,Y,Y,1,1,0,,,,,,70,,,,,,,,,,,,70,,,,,,
074--98d,,8/10/1998,,,Drude,,,,,,Salix reptans + Salix alaxensis - Deschampsia glauca + Arctagrostis arundinacea - Mixherbae,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.41684,105.32658,70,0,-1,RIPZN,,,,,,SLT,,Y,Y,Y,1,1,0,,,40,,,10,,10,,,,,,,,,,60,,,25,,,
074--98e,,8/10/1998,,,Drude,,,,,,Mixherbae aggr. -  - ,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.41671,105.32799,70,0,-1,RIPZN,,,,,,GRV,,Y,Y,Y,1,1,0,,,,,,,,10,,,,,,,,,,10,,,,,,
075--98a,,8/12/1998,,,Drude,,,,,,Hylocomium splendens var.obtusifolium + Ptilidium ciliare + Thuidium sp. - Salix polaris - Novosieversia glacialis,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.36889,105.26595,350,0,-1,EL_PLN,,,,,,GRV,,Y,Y,Y,1,1,0,,,,20,,,,20,,80,,,,,,,,40,,,,,,
075--98b,,8/12/1998,,,Drude,,,,,,"Musci spsp.(Mnium spsp., Cinclidium sp.) - Alopecurus alpinus + Deschampsia borealis + D.brevifolia - Salix polaris",Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.36889,105.26595,350,0,-1,EL_PLN,,,,,,LOM,,Y,Y,Y,1,1,0,,,,10,,30,,,,40,,,,,,,,60,,,,,,
076--98a,,8/12/1998,,,Drude,,,,,,Mixherbae aggr.,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.36668,105.22275,280,,,BACK,,,,,,GRV,,Y,Y,Y,1,1,0,,,,,,,,10,,,,,,,,,,10,,,,,,
076--98b,,8/12/1998,,,Drude,,,,,,Sanionia uncinata - Salix polaris - Mixherbae,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.36668,105.22275,280,,,BACK,,,,,,GRV,,Y,Y,Y,1,1,0,,,,20,,,,10,,30,,,,,,,,50,,,,,,
077--98,,8/12/1998,,,Drude,,,,,,Lichenes - Polytrichum ? + Tomentypnum nitens - Carex lachenalii + Alopecurus alpinus,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.36493,105.19786,250,3,180,BACK,,,,,,LOM,,Y,Y,Y,1,1,0,,,,,,10,,,,20,30,,,,,,,70,,,,,,
078--98a,,8/12/1998,,,Drude,,,,,,Polytrichum strictum + Hylocomium splendens var.obtusifolium + Aulacomnium turgidum - Carex concolor + Eriophorum polystachion - Salix polaris,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.36279,105.20065,250,2.5,180,BACK,,,,,,LOM,,Y,Y,Y,1,1,0,,,,10,,40,,,,100,,,,,,,,100,,,,,,
078--98b,,8/12/1998,,,Drude,,,,,,Eriophorum polystachion + E.scheuchzeri - Meezia triquetra + Aulacomnium turgidum + Tomentypnum nitens Arctagrostis latifolia + Dupontia fisheri,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.36279,105.20065,250,2.5,180,BACK,,,,,,LOM,,Y,Y,Y,1,1,0,,,,,,50,,,,65,,,,,,,,100,,,,,,
079--98,,8/12/1998,,,Drude,,,,,,Ptilidium ciliare + Orthothecium chryseon - Mixherbae - Salix polaris,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.36113,105.2025,250,2,180,BACK,,,,,,GRV,,Y,Y,Y,1,1,0,,,,10,,,,15,,100,,,,,,,,70,,,,,,
08--03,,8/12/2003,,,Drude,,,,,,Hylocomium splendens + Tomentypnum nitens - Betula exilis + Ledum palustre - Eriophorum brachyantherum + Carex arctisibirica,Igor Pospelov,,,,,,B,RU,,Taymyr,,,,Y,GPS,,71.6949143,108.0509119,80,0,-1,RIPZN,,,,,,ORG,,Y,Y,Y,1,1,0,,,,10,,50,,,,80,,,,,,,,100,,,,,,
080--98+a,,8/12/1998,,,Drude,,,,,,Chamaenerion latifolium ,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.32308,105.19731,160,0,-1,RIPZN,,,,,,GRV,,Y,Y,Y,1,1,0,,,,,,,,10,,,,,,,,,,30,,,,,,
080--98+b,,8/12/1998,,,Drude,,,,,,Tomentypnum nitens - Mixherbae,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.32308,105.19731,160,0,-1,RIPZN,,,,,,GRV,,Y,Y,Y,1,1,0,,,,,,,,20,,80,,,,,,,,100,,,,,,
080--98a,,8/12/1998,,,Drude,,,,,,Ptilidium ciliare - Cassiope tetragona - Mixherbae,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.32864,105.2044,160,0,-1,RIPZN,,,,,,GRV,,Y,Y,Y,1,1,0,,,,60,,,,10,,60,,,,,,,,100,,,,,,
080--98b,,8/12/1998,,,Drude,,,,,,Dryas punctata - Mixherbae,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.32864,105.2044,160,0,-1,RIPZN,,,,,,GRV,,Y,Y,Y,1,1,0,,,,50,,,,40,,,,,,,,,,90,,,,,,
081--98a,,8/12/1998,,,Drude,,,,,,Hylocomium splendens var.obtusifolium + Tomentypnum nitens - Dryas punctata + Cassiope tetragona - Carex arctisibirica,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.327,105.29936,170,7,135,BACK,,,,,,GRV,,Y,Y,Y,1,1,0,,,,50,,20,,,,80,,,,,,,,80,,,,,,
