RELEVE NUMBER,FIELD RELEVE NUMBER,DATE (YEARMONTHDAY),RELEVE AREA (M2),RELEVE SHAPE,COVERSCALE,REPEAT SAMPLED (Y/N),COLLECTION,COLLECTION METHOD,SYNTAXON CODE,SYSTEM FOR PLANT COMMUNITY NAME,PLANT COMMUNITY NAME,AUTHOR CODE,REFERENCE FOR SPECIES DATA,TABLE NUMBER FOR SPECIES DATA,NUMBER OF RELEVE IN TABLE,REFERENCE FOR ENVIRONMENTAL DATA,TABLE NUMBER FOR ENVIRONMENTAL DATA,SUBZONE,COUNTRY CODE,DATASET,REGION,LOCATION,PHYSIOGRAPHIC DIVISION,PHYSIOGRAPHIC REGION SOURCE,GEOREFERENCE (Y/N),GEOREFERENCE SOURCE,GEOREFERENCE ACCURACY (M),LATITUDE WGS 84 (DD),LONGITUDE WGS 84 (DD),ALTITUDE (M),SLOPE (DEGREES),ASPECT (DEGREES),TOPOGRAPHIC POSITION,SURFICIAL GEOLOGY,HABITAT TYPE ,SITE MOISTURE,DISTURBANCE,ORGANIC LAYER DEPTH (CM),SOIL TEXTURE  TOP MINERAL HORIZON,SOIL PH (at 10 cm),MOSSES IDENTIFIED (Y/N),LIVERWORTS IDENTIFIED (Y/N),LICHENS IDENTIFIED (Y/N),VASCULAR PLANT TAXONOMIC QUALITY ,CRYPTOGAM TAXONOMIC QUALITY,COVER TREE LAYER (%),COVER SHRUB LAYER (%),COVER TALL SHRUBS (%),COVER LOW SHRUBS (%),COVER ERECT DWARF-SHRUBS (%),COVER PROSTRATE DWARF-SHRUBS (%),COVER GRAMINOIDS (%),COVER TUSSOCK GRAMINOIDS (%),COVER FORBS (%),COVER SEEDLESS VASCULAR PLANTS (%),COVER MOSSES & LIVERWORTS (%),COVER LICHEN LAYER (%),COVER CRUST(%),COVER ALGAE LAYER (%),COVER BARE SOIL (%),COVER BARE ROCK (%),COVER OPEN WATER (%),COVER LITTER LAYER (%),COVER TOTAL (%),MEAN CANOPY HEIGHT (CM),MEAN TREE LAYER HEIGHT (CM),MEAN SHRUB LAYER HEIGHT (CM),MEAN HERB LAYER HEIGHT (CM),MEAN MOSS LAYER HEIGHT (CM),REMARKS
,158,13.08.1930,60000,N,Drude,N,,O,,,Empetrum nigrum – Dicranum elongatum,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Py`tet hill,,,,,,,,,,,EL_PLN,,,-,NAT,,ORG,,,,,5,5,0,0,,,60,,,,,,75,15,N,N,,,,,,,,,,,
,199,22.08.1930,150000,N,Drude,N,,O,,,Empetrum nigrum – Dicranum elongatum,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Sredniaia river,,,,,,,,,,,EL_PLN,,,-,NAT,,ORG,,,,,5,5,0,0,,,60,,,,,,65,20,N,N,,,,,,,,,,,
,299,17.08.1931,2000000,N,Drude,N,,O,,,Empetrum nigrum – Dicranum elongatum,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Ikcha lake,,,,,,,,,,,EL_PLN,,,-,NAT,,ORG,,,,,5,5,0,0,,,65,,,,,,60,5,N,N,,,,,,,,,,,
,342,23.08.1931,,N,Drude,N,,O,,,Empetrum nigrum – Dicranum elongatum,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Anutei` lake,,,,,,,,,,,LW_PLN,,,-,NAT,,ORG,,,,,5,5,0,0,,,45,,,,,,55,60,N,N,,,,,,,,,,,
,13,21.07.1928,,N,Drude,N,,O,,,Carex aquatilis,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Vas`kina river,,,,,,,,,,,LW_PLN,,,WET,NAT,,-,,,,,5,5,0,0,,,,,90,,10,,65,0,N,N,,,,,,,,,40,,
,22,23.07.1928,,N,Drude,N,,O,,,Carex aquatilis,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Headwaters of Chernaia river,,,,,,,,,,,LW_PLN,,,WET,NAT,,-,,,,,5,5,0,0,,,,,75,,20,,70,0,N,N,,,,,,,,,45,,
,188,20.08.1930,,N,Drude,N,,O,,,Carex aquatilis,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Sredniaia river,,,,,,,,,,,LAKE,,,AQU,NAT,,-,,,,,5,5,0,0,,,,,80,,10,,100,0,N,N,,,,,,,,,40,,
,189,20.08.1930,,N,Drude,N,,O,,,Carex aquatilis,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Sredniaia river,,,,,,,,,,,LAKE,,,AQU,NAT,,-,,,,,5,5,0,0,,,,,70,,30,,90,0,N,N,,,,,,,,,30,,
,211,24.08.1930,,N,Drude,N,,O,,,Carex aquatilis,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Sredniaia river,,,,,,,,,,,RIPZN,,,AQU,NAT,,-,,,,,5,5,0,0,,,,,70,,0.5,,80,0,N,N,,,,,,,,,60,,
,260,22.07.1931,,N,Drude,N,,O,,,Carex aquatilis,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Soreda river (Vel`ta river basin),,,,,,,,,,,LW_PLN,,,AQU,NAT,,-,,,,,5,5,0,0,,,,,80,,10,,80,0,N,N,,,,,,,,,50,,
,268,2.08.1931,,N,Drude,N,,O,,,Carex aquatilis - Drepanocladus exannulatus,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Ikcha river,,,,,,,,,,,LW_PLN,,,AQU,NAT,,-,,,,,5,5,0,0,,,,,65,,0.5,,85,0,N,N,,,,,,,,,60,,
,280,8.08.1931,,N,Drude,N,,O,,,Carex aquatilis - Drepanocladus exannulatus,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Ikcha river (Matveev stream),,,,,,,,,,,LW_PLN,,,WET,NAT,,-,,,,,5,5,0,0,,,,,65,,10,,90,0,N,N,,,,,,,,,50,,
,335,23.08.1931,,N,Drude,N,,O,,,Carex aquatilis,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Anutet lake,,,,,,,,,,,LAKE,,,AQU,NAT,,-,,,,,5,5,0,0,,,,,85,,10,,80,0,N,N,,,,,,,,,70,,
,359,28.08.1931,,N,Drude,N,,O,,,Carex aquatilis - ?alliergon stramineum,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,mouth of Mohovaia river,,,,,,,,,,,RIPZN,,,AQU,NAT,,-,,,,,5,5,0,0,,,,,75,,10,,90,0,N,N,,,,,,,,,50,,
,1,15.07.1928,,N,Drude,N,,O,,,Slope grasslands,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,"mouth of Indiga river, pos. Popov ",,,,,,,,,,,BACK,,,-,NAT,,-,,,,,5,5,0,0,,,3,,20,,70,,5,0.5,N,N,,,,,,,,,,,
,2,15.07.1928,,N,Drude,N,,O,,,Slope grasslands,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,"mouth of Indiga river, pos. Popov ",,,,,,,,,,,BACK,,,-,NAT,,-,,,,,5,5,0,0,,,0,,13,,90,,0.5,0,N,N,,,,,,,,,,,
,8,20.07.1928,,N,Drude,N,,O,,,Slope grasslands,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Chai`tcy`n cape,,,,,,,,,,,BACK,,,DRY,NAT,,GRV,,,,,5,5,0,0,,,5,,10,,80,,5,0.5,N,N,,,,,,,,,,,
,9,20.07.1928,,N,Drude,N,,O,,,Slope grasslands,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Chai`tcy`n cape,,,,,,,,,,,BACK,,,DRY,NAT,,GRV,,,,,5,5,0,0,,,10,,30,,70,,0,0,N,N,,,,,,,,,,,
,10,20.07.1928,,N,Drude,N,,O,,,Slope grasslands,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Chai`tcy`n cape,,,,,,,,,,,BACK,,,DRY,NAT,,GRV,,,,,5,5,0,0,,,0.5,,15,,85,,0,0,N,N,,,,,,,,,,,
,18,22.07.1928,,N,Drude,N,,O,,,Slope grasslands,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,s. Bolvanskaia,,,,,,,,,,,BACK,,,DRY,NAT,,GRV,,,,,5,5,0,0,,,5,,10,,80,,5,0.5,N,N,,,,,,,,,,,
,63,07.07.1928,,N,Drude,N,,O,,,Slope grasslands,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Belaia river,,,,,,,,,,,BACK,,,DRY,NAT,,-,,,,,5,5,0,0,,,0,,50,,50,,0.5,0,N,N,,,,,,,,,,,
,254,22.07.1931,,N,Drude,N,,O,,,Slope grasslands,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Sareda river,,,,,,,,,,,RIPZN,,,MST,NAT,,-,,,,,5,5,0,0,,,0,,85,,15,,0.5,0,N,N,,,,,,,,,,,
,255,22.07.1931,,N,Drude,N,,O,,,Slope grasslands,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Sareda river,,,,,,,,,,,FOOT,,,MST,NAT,,SLT,,,,,5,5,0,0,,,0,,20,,65,,30,0,N,N,,,,,,,,,,,
,256,22.07.1931,,N,Drude,N,,O,,,Slope grasslands,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Sareda river,,,,,,,,,,,BACK,,,-,NAT,,-,,,,,5,5,0,0,,,0,,40,,80,,8,0,N,N,,,,,,,,,0.5,,
,287,11.08.1931,,N,Drude,N,,O,,,Slope grasslands,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Ikcha river,,,,,,,,,,,BACK,,,-,NAT,,LOM,,,,,5,5,0,0,,,5,,20,,75,,0.5,0,N,N,,,,,,,,,,,
,288,11.08.1931,,N,Drude,N,,O,,,Slope grasslands,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Ikcha river,,,,,,,,,,,BACK,,,-,NAT,,LOM,,,,,5,5,0,0,,,0,,25,,70,,5,0,N,N,,,,,,,,,,,
,370,28.08.1931,,N,Drude,N,,O,,,Slope grasslands,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,mouth of Mohovaia river,,,,,,,,,,,BACK,,,-,NAT,,SND,,,,,5,5,0,0,,,5,,20,,60,,25,7.5,N,N,,,,,,,,,,,
,252,22.07.1931,,N,Drude,N,,O,,,Dry fluvial terrace meadows,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Sareda river,,,,,,,,,,,LW_PLN,,,-,NAT,,SND,,,,,5,5,0,5,,,0,,30,,65,,5,0.5,N,N,,,,,,,,0.8,,,
,264,30.07.1931,,N,Drude,N,,O,,,Dry fluvial terrace meadows,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Peschanka river,,,,,,,,,,,LW_PLN,,,-,NAT,,-,,,,,5,5,0,10,,,5,,15,,80,,0.5,0,N,N,,,,,,,,0.27,,,
,282,8.08.1931,,N,Drude,N,,O,,,Dry fluvial terrace meadows,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Ikcha river,,,,,,,,,,,LW_PLN,,,-,NAT,,SND,,,,,5,5,0,0,,,0,,75,,15,,20,0.5,N,N,,,,,,,,,,,
,283,8.08.1931,,N,Drude,N,,O,,,Dry fluvial terrace meadows,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Ikcha river,,,,,,,,,,,LW_PLN,,,-,NAT,,SND,,,,,5,5,0,0.5,,,0,,75,,25,,0.5,0,N,N,,,,,,,,,,,
,310,18.08.1931,,N,Drude,N,,O,,,Dry fluvial terrace meadows,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,"Soi`ma river (near ""Tri Sopki"")",,,,,,,,,,,LW_PLN,,,-,NAT,,ORG,,,,,5,5,0,0,,,0,,75,,5,,40,0,N,N,,,,,,,,,,,
,329,22.08.1931,,N,Drude,N,,O,,,Dry fluvial terrace meadows,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Anutei` lake,,,,,,,,,,,LW_PLN,,,-,NAT,,LOM,,,,,5,5,0,0,,,0,,70,,20,,10,0,N,N,,,,,,,,,,,
,345,24.08.1931,,N,Drude,N,,O,,,Dry fluvial terrace meadows,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Anutei` lake,,,,,,,,,,,LW_PLN,,,-,NAT,,LOM,,,,,5,5,0,0,,,0,,75,,10,,20,0.5,N,N,,,,,,,,,,,
,352,25.08.1931,,N,Drude,N,,O,,,Dry fluvial terrace meadows,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Khvostovaia river,,,,,,,,,,,LW_PLN,,,-,NAT,,-,,,,,5,5,0,0,,,0.5,,50,,0.5,,50,15,N,N,,,,,,,,,,,
,369,28.08.1931,,N,Drude,N,,O,,,Dry fluvial terrace meadows,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Mohovaia river,,,,,,,,,,,LW_PLN,,,-,NAT,,-,,,,,5,5,0,0,,,20,,70,,10,,5,0.5,N,N,,,,,,,,,,,
,395,31.08.1931,,N,Drude,N,,O,,,Dry fluvial terrace meadows,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Torbei`skaia stream (Khvostovaia river),,,,,,,,,,,LW_PLN,,,-,NAT,,-,,,,,5,5,0,5,,,0.5,,75,,5,,30,0.5,N,N,,,,,,,,,,,
,281,8.08.1931,,N,Drude,N,,O,,,Floodplain grass meadows,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Ikcha river,,,,,,,,,,,LW_PLN,,,-,NAT,,-,,,,,5,5,0,0,,,0.05,,85,,15,,0,0,N,N,,,,,,,,,70,,
,308,18.08.1931,,N,Drude,N,,O,,,Floodplain grass meadows,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,"Soi`ma river (near ""Tri Sopki"")",,,,,,,,,,,LW_PLN,,,-,NAT,,-,,,,,5,5,0,0,,,0,,90,,10,,0,0,N,N,,,,,,,,,80,,
,309,18.08.1931,,N,Drude,N,,O,,,Floodplain grass meadows,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,"Soi`ma river (near ""Tri Sopki"")",,,,,,,,,,,LW_PLN,,,-,NAT,,-,,,,,5,5,0,0,,,0,,60,,40,,0,0,N,N,,,,,,,,,70,,
,402,1.09.1931,,N,Drude,N,,O,,,Floodplain grass meadows,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Khvostovaia river,,,,,,,,,,,RIPZN,,,-,NAT,,-,,,,,5,5,0,0,,,0.05,,100,,0.5,,0,0,N,N,,,,,,,,,100,,
,320,21.08. 1931,150,N,Drude,N,,O,,,Tussock swamps,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Soi`ma river ,,,,,,,,,,,LW_PLN,,,-,NAT,,ORG,,,,,5,5,0,10,,,0.5,,65,,,,45,0.5,N,N,15,,,,,,,,30,,
,362,28.08. 1931,,N,Drude,N,,O,,,Tussock swamps,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,mouth of Mohovaia river,,,,,,,,,,,BACK,,,-,DIS,,ORG,,,,,5,5,0,0,,,,,85,85,,,40,0.5,N,N,,,,,,,,,,,
