RELEVE NUMBER,FIELD RELEVE NUMBER,DATE (YEARMONTHDAY),RELEVE AREA (M2),RELEVE SHAPE,COVERSCALE,REPEAT SAMPLED (Y/N),COLLECTION,COLLECTION METHOD,SYNTAXON CODE,SYSTEM FOR PLANT COMMUNITY NAME,PLANT COMMUNITY NAME,AUTHOR CODE,REFERENCE FOR SPECIES DATA,TABLE NUMBER FOR SPECIES DATA,NUMBER OF RELEVE IN TABLE,REFERENCE FOR ENVIRONMENTAL DATA,TABLE NUMBER FOR ENVIRONMENTAL DATA,SUBZONE,COUNTRY CODE,DATASET,REGION,LOCATION,PHYSIOGRAPHIC DIVISION,PHYSIOGRAPHIC REGION SOURCE,GEOREFERENCE (Y/N),GEOREFERENCE SOURCE,GEOREFERENCE ACCURACY (M),LATITUDE WGS 84 (DD),LONGITUDE WGS 84 (DD),ALTITUDE (M),SLOPE (DEGREES),ASPECT (DEGREES),TOPOGRAPHIC POSITION,SURFICIAL GEOLOGY,HABITAT TYPE ,SITE MOISTURE,DISTURBANCE,ORGANIC LAYER DEPTH (CM),SOIL TEXTURE  TOP MINERAL HORIZON,SOIL PH (at 10 cm),MOSSES IDENTIFIED (Y/N),LIVERWORTS IDENTIFIED (Y/N),LICHENS IDENTIFIED (Y/N),VASCULAR PLANT TAXONOMIC QUALITY ,CRYPTOGAM TAXONOMIC QUALITY,COVER TREE LAYER (%),COVER SHRUB LAYER (%),COVER TALL SHRUBS (%),COVER LOW SHRUBS (%),COVER ERECT DWARF-SHRUBS (%),COVER PROSTRATE DWARF-SHRUBS (%),COVER GRAMINOIDS (%),COVER TUSSOCK GRAMINOIDS (%),COVER FORBS (%),COVER SEEDLESS VASCULAR PLANTS (%),COVER MOSSES & LIVERWORTS (%),COVER LICHEN LAYER (%),COVER CRUST(%),COVER ALGAE LAYER (%),COVER BARE SOIL (%),COVER BARE ROCK (%),COVER OPEN WATER (%),COVER LITTER LAYER (%),COVER TOTAL (%),MEAN CANOPY HEIGHT (CM),MEAN TREE LAYER HEIGHT (CM),MEAN SHRUB LAYER HEIGHT (CM),MEAN HERB LAYER HEIGHT (CM),MEAN MOSS LAYER HEIGHT (CM),REMARKS
21012,BN11m,20140723,25,S,2,N,Y,R,05BB02,B-B,"Carici rariflorae-Sphagnetum lindbergii (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,5,14,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Bolshezemel'skaya tundra Bolvansky Nos Cape",,,Y,GPS,5,68.28558333,54.52961111,,1,9,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,100,0,,,,,0,,100,,,,,,herb layer cover 30%
21013,75,20090728,25,S,2,N,Y,R,05BB02,B-B,"Carici rariflorae-Sphagnetum lindbergii (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,5,15,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Bolshezemel'skaya tundra Severnaja river basin",,,Y,GPS,5,67.65077778,54.02672222,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,100,0,,,,,0,,100,,,,,,herb layer cover 30%
21014,BN12m,20140723,25,S,2,N,Y,R,05BB02,B-B,"Carici rariflorae-Sphagnetum lindbergii (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,5,16,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Bolshezemel'skaya tundra Bolvansky Nos Cape",,,Y,GPS,5,68.28536111,54.5305,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,100,0,,,,,0,,100,,,,,,herb layer cover 60%
21015,BN12,20140723,25,S,2,N,Y,R,05BB02,B-B,"Carici rariflorae-Sphagnetum lindbergii (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,5,17,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Bolshezemel'skaya tundra Bolvansky Nos Cape",,,Y,GPS,5,68.28527778,54.53055556,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,100,0,,,,,10,,100,,,,,,herb layer cover 30%
21016,T118,20110708,25,S,2,N,Y,R,05BB02,B-B,"Carici rariflorae-Sphagnetum lindbergii (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,5,18,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Malozemel'skaya tundra Tobseda settlement, Kolokolkova Bay",,,Y,GPS,5,68.60861111,52.45972222,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,90,0,,,,,0,,100,,,,,,herb layer cover 40%
21017,D69a,20010812,25,S,2,N,Y,R,05BB02,B-B,"Carici rariflorae-Sphagnetum lindbergii (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,5,19,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Malozemel'skaya tundra Dolgii Island in Pechora Bay",,,Y,GPS,5,68.81158333,54.23961111,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,100,0,,,,,0,,100,,,,,,herb layer cover 10%
21018,VT36,20030810,25,S,2,N,Y,R,05BB02,B-B,"Carici rariflorae-Sphagnetum lindbergii (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,5,20,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Malozemel'skaya tundra Volosechnye tundras",,,Y,GPS,5,68.00991667,53.13825,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,100,0,,,,,0,,100,,,,,,herb layer cover 10%
21019,D21,20060704,25,S,2,N,Y,R,05BB02,B-B,"Carici rariflorae-Sphagnetum lindbergii (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",LavrO,42,5,21,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Timanskaya tundra Svaytoi Nos Cape",,,Y,GPS,5,67.89555556,48.66822222,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,100,0,,,,,0,,100,,,,,,herb layer cover 30%
21020,pl16m,20060706,25,S,2,N,Y,R,05BB02,B-B,"Carici rariflorae-Sphagnetum lindbergii (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",LavrO,42,5,22,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Timanskaya tundra Svaytoi Nos Cape",,,Y,GPS,5,67.90816667,48.60219444,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,100,0,,,,,0,,100,,,,,,herb layer cover 20%
21021,K97,20130814,25,S,2,N,Y,R,05BB02,B-B,"Carici rariflorae-Sphagnetum lindbergii (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,5,23,,,,RU,SC_LAVR,D,"Russia, Nenets autonimus District, Kolguev Island Peschanka River basin in the uppstream",,,Y,GPS,5,69.24411111,48.8295,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,100,0,,,,,0,,100,,,,,,herb layer cover 40%
21022,VT41,20030810,25,S,2,N,Y,R,05BB02,B-B,"Carici rariflorae-Sphagnetum lindbergii (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,5,24,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Malozemel'skaya tundra Volosechnye tundras",,,Y,GPS,5,68.00055556,53.11944444,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,100,0,,,,,0,,100,,,,,,herb layer cover 1%
21023,K24z,20120806,25,S,2,N,Y,R,05BB03,B-B,"Carici rariflorae-Sphagnetum baltici (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,5,25,,,,RU,SC_LAVR,E,"Russia, Nenets autonimus District, Kolguev Island Bugryanka River basin",,,Y,GPS,5,68.85294444,49.19586111,,1,18,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,99,1,,,,,0,,100,,,,,,herb layer cover 10%
21024,TN10m,20070711,25,S,2,N,Y,R,05BB03,B-B,"Carici rariflorae-Sphagnetum baltici (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,5,26,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Malozemel'skaya tundra Tonkiy Nos Cape",,,Y,GPS,5,68.72313889,53.83247222,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,90,1,,,,,0,,100,,,,,,herb layer cover 40%
21025,VT35,20030810,25,S,2,N,Y,R,05BB03,B-B,"Carici rariflorae-Sphagnetum baltici (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,5,27,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Malozemel'skaya tundra Volosechnye tundras",,,Y,GPS,5,68.01230556,53.13391667,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,100,1,,,,,0,,100,,,,,,herb layer cover 10%
21026,VT40,20030810,25,S,2,N,Y,R,05BB03,B-B,"Carici rariflorae-Sphagnetum baltici (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,5,28,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Malozemel'skaya tundra Volosechnye tundras",,,Y,GPS,5,68.00030556,53.11983333,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,100,1,,,,,0,,100,,,,,,herb layer cover 5%
21027,BN18,20140724,25,S,2,N,Y,R,05BB03,B-B,"Carici rariflorae-Sphagnetum baltici (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,5,29,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Bolshezemel'skaya tundra Bolvansky Nos Cape",,,Y,GPS,5,68.28375,54.46294444,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,90,0,,,,,0,,100,,,,,,herb layer cover 20%
21028,F6m,20070729,25,S,2,N,Y,R,05BB03,B-B,"Carici rariflorae-Sphagnetum baltici (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,5,30,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Bolshezemel'skaya tundra Musyurshorskoe oilfield",,,Y,GPS,5,67.25180556,57.59766667,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,90,1,,,,,0,,100,,,,,,herb layer cover 40%
21029,F1.1m,20100713,25,S,2,N,Y,R,05BB03,B-B,"Carici rariflorae-Sphagnetum baltici (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,5,31,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Bolshezemel'skaya tundra Leck-Kharyaga oilfield",,,Y,GPS,5,67.37327778,56.61297222,,1,189,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,90,5,,,,,0,,100,,,,,,herb layer cover 70%
21030,ZO12,20120830,25,S,2,N,Y,R,05BB03,B-B,"Carici rariflorae-Sphagnetum baltici (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,5,32,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Bolshezemel'skaya tundra West-Osoveyskoe oilfield",,,Y,GPS,5,67.41701111,59.78503889,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,90,0,,,,,0,,100,,,,,,herb layer cover 70%
21031,20a,20080715,25,S,2,N,Y,R,05BB03,B-B,"Carici rariflorae-Sphagnetum baltici (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,5,33,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Bolshezemel'skaya tundra Oshskoe oilfield",,,Y,GPS,5,67.05691667,56.67972222,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,100,0,,,,,0,,100,,,,,,herb layer cover 30%
21032,F2.4,20100701,25,S,2,N,Y,R,05BB03,B-B,"Carici rariflorae-Sphagnetum baltici (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,5,34,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Bolshezemel'skaya tundra Kolvinskoe oilfield",,,Y,GPS,5,67.41727778,59.46452778,,1,27,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,90,1,,,,,10,,100,,,,,,herb layer cover 60%
21033,K71z,20120816,25,S,2,N,Y,R,05BB03,B-B,"Carici rariflorae-Sphagnetum baltici (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,,,,,,RU,SC_LAVR,E,"Russia, Nenets autonimus District, Kolguev Island Bugryanka River basin",,,Y,GPS,5,68.89994444,49.21975,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,95,0,,,,,0,,100,,,,,,herb layer cover 5%
21034,K56z,20120812,25,S,2,N,Y,R,05BB03,B-B,"Carici rariflorae-Sphagnetum baltici (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,,,,,,RU,SC_LAVR,E,"Russia, Nenets autonimus District, Kolguev Island Bugryanka River basin",,,Y,GPS,5,68.88025,49.23505556,,1,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,90,5,,,,,0,,100,,,,,,herb layer cover 50%
21035,K70,20120816,25,S,2,N,Y,R,05BB03,B-B,"Carici rariflorae-Sphagnetum baltici (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,,,,,,RU,SC_LAVR,E,"Russia, Nenets autonimus District, Kolguev Island Bugryanka River basin",,,Y,GPS,5,68.90144444,49.22002778,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,99,0,,,,,0,,100,,,,,,herb layer cover 10%
21036,TN11m,20070711,25,S,2,N,Y,R,05BB03,B-B,"Carici rariflorae-Sphagnetum baltici (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,,,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Malozemel'skaya tundra Tonkiy Nos Cape",,,Y,GPS,5,68.72086111,53.83477778,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,90,1,,,,,0,,100,,,,,,herb layer cover 50%
21037,VT32,20030809,25,S,2,N,Y,R,05BB03,B-B,"Carici rariflorae-Sphagnetum baltici (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,,,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Malozemel'skaya tundra Volosechnye tundras",,,Y,GPS,5,68.01708333,53.15319444,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,100,0,,,,,0,,100,,,,,,herb layer cover 10%
21038,VT30,20030809,25,S,2,N,Y,R,05BB03,B-B,"Carici rariflorae-Sphagnetum baltici (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,,,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Malozemel'skaya tundra Volosechnye tundras",,,Y,GPS,5,68.02080556,53.15225,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,100,0,,,,,1,,100,,,,,,herb layer cover 5%
21039,VT31,20030809,25,S,2,N,Y,R,05BB03,B-B,"Carici rariflorae-Sphagnetum baltici (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,,,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Malozemel'skaya tundra Volosechnye tundras",,,Y,GPS,5,68.01944444,53.1525,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,100,0,,,,,0,,100,,,,,,herb layer cover 10%
21040,VT34,20030810,25,S,2,N,Y,R,05BB03,B-B,"Carici rariflorae-Sphagnetum baltici (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,,,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Malozemel'skaya tundra Volosechnye tundras",,,Y,GPS,5,68.01322222,53.13205556,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,100,0,,,,,0,,100,,,,,,herb layer cover 5%
21041,VT37,20030810,25,S,2,N,Y,R,05BB03,B-B,"Carici rariflorae-Sphagnetum baltici (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,,,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Malozemel'skaya tundra Volosechnye tundras",,,Y,GPS,5,,,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,100,1,,,,,0,,100,,,,,,herb layer cover 5%
21042,VT38,20030810,25,S,2,N,Y,R,05BB03,B-B,"Carici rariflorae-Sphagnetum baltici (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,,,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Malozemel'skaya tundra Volosechnye tundras",,,Y,GPS,5,67.99522222,53.11566667,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,100,1,,,,,0,,100,,,,,,herb layer cover 5%
21043,VT39,20030810,25,S,2,N,Y,R,05BB03,B-B,"Carici rariflorae-Sphagnetum baltici (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,,,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Malozemel'skaya tundra Volosechnye tundras",,,Y,GPS,5,67.99725,53.11888889,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,100,1,,,,,0,,100,,,,,,herb layer cover 5%
21044,ZO28,20120902,25,S,2,N,Y,R,05BB03,B-B,"Carici rariflorae-Sphagnetum baltici (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,,,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Bolshezemel'skaya tundra West-Osoveyskoe oilfield",,,Y,GPS,5,67.59586111,59.45747222,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,90,1,,,,,0,,100,,,,,,herb layer cover 50%
21045,VT50,20030810,25,S,2,N,Y,R,05BB03,B-B,"Carici rariflorae-Sphagnetum baltici (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,5,35,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Malozemel'skaya tundra Volosechnye tundras",,,Y,GPS,5,68.01344444,53.13127778,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,100,1,,,,,0,,100,,,,,,herb layer cover 1%
21046,VT51,20030810,25,S,2,N,Y,R,05BB03,B-B,"Carici rariflorae-Sphagnetum baltici (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,5,36,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Malozemel'skaya tundra Volosechnye tundras",,,Y,GPS,5,68.00777778,53.13855556,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,70,10,,,,,0,,100,,,,,,herb layer cover 1%
21047,73,20090724,25,S,2,N,Y,R,05BB03,B-B,"Carici rariflorae-Sphagnetum baltici (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,5,37,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Bolshezemel'skaya tundra Shapkina river basin",,,Y,GPS,5,67.56833333,54.95305556,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,100,0,,,,,0,,100,,,,,,herb layer cover 10%
21048,74,20090724,25,S,2,N,Y,R,05BB03,B-B,"Carici rariflorae-Sphagnetum baltici (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,5,38,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Bolshezemel'skaya tundra Shapkina river basin",,,Y,GPS,5,67.56722222,54.95805556,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,100,0,,,,,0,,100,,,,,,herb layer cover 15%
21049,F2.1m,20100713,25,S,2,N,Y,R,05BB03,B-B,"Carici rariflorae-Sphagnetum baltici (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,5,39,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Bolshezemel'skaya tundra Leck-Kharyaga oilfield",,,Y,GPS,5,67.32038889,56.63013889,,2,27,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,90,5,,,,,5,,100,,,,,,herb layer cover 50%
21050,77,20090729,25,S,2,N,Y,R,05BB03,B-B,"Carici rariflorae-Sphagnetum baltici (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,5,40,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Bolshezemel'skaya tundra Severnaja river basin",,,Y,GPS,5,53.94711111,67.63719444,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,100,1,,,,,0,,100,,,,,,herb layer cover 20%
21051,F1.4m,20100721,25,S,2,N,Y,R,05BB03,B-B,"Carici rariflorae-Sphagnetum baltici (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,5,41,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Bolshezemel'skaya tundra East-Kharyaga oilfield",,,Y,GPS,5,67.18027778,56.86813889,,1,18,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,70,0,,,,,1,,100,,,,,,herb layer cover 40%
21052,F1.1m1,20100707,25,S,2,N,Y,R,05BB03,B-B,"Carici rariflorae-Sphagnetum baltici (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,5,42,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Bolshezemel'skaya tundra North-Kharyaga oilfield",,,Y,GPS,5,67.53727778,56.26463889,,1,36,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,90,0,,,,,0,,100,,,,,,herb layer cover 40%
21053,F1.2,20110812,25,S,2,N,Y,R,05BB03,B-B,"Carici rariflorae-Sphagnetum baltici (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,5,43,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Bolshezemel'skaya tundra SNDiveyskoe oilfield",,,Y,GPS,5,66.97036111,58.27072222,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,1,,,,,,,,,100,0,,,,,0,,100,,,,,,herb layer cover 40%
21054,F1.3m,20100721,25,S,2,N,Y,R,05BB03,B-B,"Carici rariflorae-Sphagnetum baltici (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,5,44,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Bolshezemel'skaya tundra East-Kharyaga oilfield",,,Y,GPS,5,67.18027778,56.86813889,,1,18,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,90,1,,,,,0,,100,,,,,,herb layer cover 70%
21055,VT52,20030810,25,S,2,N,Y,R,05BB03,B-B,"Carici rariflorae-Sphagnetum baltici (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,,,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Malozemel'skaya tundra Volosechnye tundras",,,Y,GPS,5,68.00569444,53.13925,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,80,10,,,,,0,,100,,,,,,herb layer cover 1%
21056,VT53,20030811,25,S,2,N,Y,R,05BB03,B-B,"Carici rariflorae-Sphagnetum baltici (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,,,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Malozemel'skaya tundra Volosechnye tundras",,,Y,GPS,5,68.00588889,53.11511111,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,100,1,,,,,0,,100,,,,,,herb layer cover 1%
21057,VT54,20030811,25,S,2,N,Y,R,05BB03,B-B,"Carici rariflorae-Sphagnetum baltici (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,,,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Malozemel'skaya tundra Volosechnye tundras",,,Y,GPS,5,68.00363889,53.11441667,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,100,1,,,,,0,,100,,,,,,herb layer cover 1%
21058,VT55,20030812,25,S,2,N,Y,R,05BB03,B-B,"Carici rariflorae-Sphagnetum baltici (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,,,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Malozemel'skaya tundra Volosechnye tundras",,,Y,GPS,5,68.01175,53.14638889,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,100,1,,,,,0,,100,,,,,,herb layer cover 1%
21059,72,20090724,25,S,2,N,Y,R,05BB03,B-B,"Carici rariflorae-Sphagnetum baltici (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,,,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Bolshezemel'skaya tundra Shapkina river basin",,,Y,GPS,5,67.56861111,54.95333333,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,99,1,,,,,0,,100,,,,,,herb layer cover 25%
21060,T319,20110812,25,S,2,N,Y,R,05BB03,B-B,"Carici rariflorae-Sphagnetum baltici (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,,,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Bolshezemel'skaya tundra SNDiveyskoe oilfield",,,Y,GPS,5,66.96911111,58.26086111,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,100,0,,,,,0,,100,,,,,,herb layer cover 50%
21061,K1.2,20110811,25,S,2,N,Y,R,05BB03,B-B,"Carici rariflorae-Sphagnetum baltici (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,,,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Bolshezemel'skaya tundra SNDiveyskoe oilfield",,,Y,GPS,5,66.96666667,58.23952778,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,100,0,,,,,0,,100,,,,,,herb layer cover 40%
21062,T15,20110630,25,S,2,N,Y,R,05XX01,B-B,"Carici stantis–Aulacomnietum palustris Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,6,1,,,,RU,SC_LAVR,,,,,Y,GPS,5,68.59,52.35611111,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,15,,,,,,,,,50,0,,,,,,,100,,,,,,herb layer cover 60%
21063,T14,20110705,25,S,2,N,Y,R,05XX01,B-B,"Carici stantis–Aulacomnietum palustris Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,6,2,,,,RU,SC_LAVR,,,,,Y,GPS,5,68.58916667,52.35916667,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,10,,,,,,,,,60,1,,,,,,,100,,,,,,herb layer cover 60%
21064,T28,20110707,25,S,2,N,Y,R,05XX01,B-B,"Carici stantis–Aulacomnietum palustris Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,6,3,,,,RU,SC_LAVR,,,,,Y,GPS,5,68.59722222,52.30944444,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,5,,,,,,,,,90,1,,,,,,,95,,,,,,herb layer cover 5%
