RELEVE NUMBER,FIELD RELEVE NUMBER,DATE (YEARMONTHDAY),RELEVE AREA (M2),RELEVE SHAPE,COVERSCALE,REPEAT SAMPLED (Y/N),COLLECTION,COLLECTION METHOD,SYNTAXON CODE,SYSTEM FOR PLANT COMMUNITY NAME,PLANT COMMUNITY NAME,AUTHOR CODE,REFERENCE FOR SPECIES DATA,TABLE NUMBER FOR SPECIES DATA,NUMBER OF RELEVE IN TABLE,REFERENCE FOR ENVIRONMENTAL DATA,TABLE NUMBER FOR ENVIRONMENTAL DATA,SUBZONE,COUNTRY CODE,DATASET,REGION,LOCATION,PHYSIOGRAPHIC DIVISION,PHYSIOGRAPHIC REGION SOURCE,GEOREFERENCE (Y/N),GEOREFERENCE SOURCE,GEOREFERENCE ACCURACY (M),LATITUDE WGS 84 (DD),LONGITUDE WGS 84 (DD),ALTITUDE (M),SLOPE (DEGREES),ASPECT (DEGREES),TOPOGRAPHIC POSITION,SURFICIAL GEOLOGY,HABITAT TYPE ,SITE MOISTURE,DISTURBANCE,ORGANIC LAYER DEPTH (CM),SOIL TEXTURE  TOP MINERAL HORIZON,SOIL PH (at 10 cm),MOSSES IDENTIFIED (Y/N),LIVERWORTS IDENTIFIED (Y/N),LICHENS IDENTIFIED (Y/N),VASCULAR PLANT TAXONOMIC QUALITY ,CRYPTOGAM TAXONOMIC QUALITY,COVER TREE LAYER (%),COVER SHRUB LAYER (%),COVER TALL SHRUBS (%),COVER LOW SHRUBS (%),COVER ERECT DWARF-SHRUBS (%),COVER PROSTRATE DWARF-SHRUBS (%),COVER GRAMINOIDS (%),COVER TUSSOCK GRAMINOIDS (%),COVER FORBS (%),COVER SEEDLESS VASCULAR PLANTS (%),COVER MOSSES & LIVERWORTS (%),COVER LICHEN LAYER (%),COVER CRUST(%),COVER ALGAE LAYER (%),COVER BARE SOIL (%),COVER BARE ROCK (%),COVER OPEN WATER (%),COVER LITTER LAYER (%),COVER TOTAL (%),MEAN CANOPY HEIGHT (CM),MEAN TREE LAYER HEIGHT (CM),MEAN SHRUB LAYER HEIGHT (CM),MEAN HERB LAYER HEIGHT (CM),MEAN MOSS LAYER HEIGHT (CM),REBMARKS
21192,242,,,S,1,N,R,,,B-B,Phippsio algidae–Aulacomnietum turgidi,NM,43,8,25,,,A,RU,Bolshevik_island,27,"Russia, Severnaya Zemlya archipelago, Bolshevik Island, Golysheva River",,,Y,GPS,2000,78.43333333,104.4666667,,2,90,,,,,NAT,,,,Y,Y,Y,1,1,0,0,0,0,,,,,,,10,5,,,,,,,15,,0,0,,,
21193,243,,,S,1,N,R,,,B-B,Phippsio algidae–Aulacomnietum turgidi,NM,43,8,26,,,A,RU,Bolshevik_island,27,"Russia, Severnaya Zemlya archipelago, Bolshevik Island, Golysheva River",,,Y,GPS,2000,78.43333333,104.4666667,,3,90,,,,,NAT,,,,Y,Y,Y,1,1,0,0,0,0,,,,,,,20,+,,,,,,,20,,0,0,,,
21194,244,,,S,1,N,R,,,B-B,Phippsio algidae–Aulacomnietum turgidi,NM,43,8,27,,,A,RU,Bolshevik_island,27,"Russia, Severnaya Zemlya archipelago, Bolshevik Island, Golysheva River",,,Y,GPS,2000,78.43333333,104.4666667,,3,90,,,,,NAT,,,,Y,Y,Y,1,1,0,0,0,0,,,,,,,15,+,,,,,,,15,,0,0,,,
21195,245,,,S,1,N,R,,,B-B,Phippsio algidae–Aulacomnietum turgidi,NM,43,8,21,,,A,RU,Bolshevik_island,27,"Russia, Severnaya Zemlya archipelago, Bolshevik Island, Golysheva River",,,Y,GPS,2000,78.43333333,104.4666667,,2,90,,,,,NAT,,,,Y,Y,Y,1,1,0,0,0,0,,,,,,,20,+,,,,,,,20,,0,0,,,
21196,246,,,S,1,N,R,,,B-B,Phippsio algidae–Aulacomnietum turgidi,NM,43,8,22,,,A,RU,Bolshevik_island,27,"Russia, Severnaya Zemlya archipelago, Bolshevik Island, Golysheva River",,,Y,GPS,2000,78.43333333,104.4666667,,3,90,,,,,NAT,,,,Y,Y,Y,1,1,0,0,0,0,,,,,,,20,+,,,,,,,20,,0,0,,,
21197,247,,,S,1,N,R,,,B-B,Phippsio algidae–Aulacomnietum turgidi,NM,43,8,28,,,A,RU,Bolshevik_island,27,"Russia, Severnaya Zemlya archipelago, Bolshevik Island, Golysheva River",,,Y,GPS,2000,78.43333333,104.4666667,,4,90,,,,,NAT,,,,Y,Y,Y,1,1,0,0,0,0,,,,,,,15,+,,,,,,,15,,0,0,,,
21198,248,,,S,1,N,R,,,B-B,Phippsio algidae–Aulacomnietum turgidi,NM,43,8,23,,,A,RU,Bolshevik_island,27,"Russia, Severnaya Zemlya archipelago, Bolshevik Island, Golysheva River",,,Y,GPS,2000,78.43333333,104.4666667,,4,90,,,,,NAT,,,,Y,Y,Y,1,1,0,0,0,0,,,,,,,20,1,,,,,,,20,,0,0,,,
21199,201,,,S,1,N,R,,,B-B,Papaver polare–Stellaria edwardsii,NM,43,8,29,,,A,RU,Bolshevik_island,27,"Russia, Severnaya Zemlya archipelago, Bolshevik Island, Golysheva River",,,Y,GPS,2000,78.43333333,104.4666667,,5,135,,,,,NAT,,,,Y,Y,Y,1,1,0,0,0,0,,,,,,,20,70,,,,,,,90,,0,0,,,
21200,202,,,S,1,N,R,,,B-B,Papaver polare–Stellaria edwardsii,NM,43,8,30,,,A,RU,Bolshevik_island,27,"Russia, Severnaya Zemlya archipelago, Bolshevik Island, Golysheva River",,,Y,GPS,2000,78.43333333,104.4666667,,1,135,,,,,NAT,,,,Y,Y,Y,1,1,0,0,0,0,,,,,,,10,80,,,,,,,90,,0,0,,,
21201,203,,,S,1,N,R,,,B-B,Papaver polare–Stellaria edwardsii,NM,43,8,31,,,A,RU,Bolshevik_island,27,"Russia, Severnaya Zemlya archipelago, Bolshevik Island, Golysheva River",,,Y,GPS,2000,78.43333333,104.4666667,,,,,,,,NAT,,,,Y,Y,Y,1,1,0,0,0,0,,,,,,,15,+,,,,,,,20,,0,0,,,
21202,211,,,S,1,N,R,,,B-B,Dicranoweisio crispulae–Cetrarielletum delisi,NM,43,4,11,,,A,RU,Bolshevik_island,27,"Russia, Severnaya Zemlya archipelago, Bolshevik Island, Solnechnaya Bay",,,Y,GPS,5000,78.21666667,103.25,,5,45,,,,,NAT,,,,Y,Y,Y,1,1,0,0,0,0,,,,,,,50,45,,,,,,,95,,0,0,,,
21203,212,,,S,1,N,R,,,B-B,Dicranoweisio crispulae–Cetrarielletum delisi,NM,43,4,13,,,A,RU,Bolshevik_island,27,"Russia, Severnaya Zemlya archipelago, Bolshevik Island, Solnechnaya Bay",,,Y,GPS,5000,78.21666667,103.25,,2,90,,,,,NAT,,,,Y,Y,Y,1,1,0,0,0,0,,,,,,,50,40,,,,,,,90,,0,0,,,
21204,213,,,S,1,N,R,,,B-B,Dicranoweisio crispulae–Cetrarielletum delisi,NM,43,4,12,,,A,RU,Bolshevik_island,27,"Russia, Severnaya Zemlya archipelago, Bolshevik Island, Solnechnaya Bay",,,Y,GPS,5000,78.21666667,103.25,,3,90,,,,,NAT,,,,Y,Y,Y,1,1,0,0,0,0,,,,,,,30,50,,,,,,,80,,0,0,,,
21205,251,,,S,1,N,R,,,B-B,Stellario edwardsii–Bryetum cryophili,NM,43,9,2,,,A,RU,Bolshevik_island,27,"Russia, Severnaya Zemlya archipelago, Bolshevik Island, Golysheva River",,,Y,GPS,2000,78.43333333,104.4666667,,4,90,,,,,NAT,,,,Y,Y,Y,1,1,0,0,0,0,,,,,,,100,+,,,,,,,100,,0,0,,,
21206,252,,,S,1,N,R,,,B-B,Stellario edwardsii–Bryetum cryophili,NM,43,9,3,,,A,RU,Bolshevik_island,27,"Russia, Severnaya Zemlya archipelago, Bolshevik Island, Golysheva River",,,Y,GPS,2000,78.43333333,104.4666667,,4,90,,,,,NAT,,,,Y,Y,Y,1,1,0,0,0,0,,,,,,,100,+,,,,,,,100,,0,0,,,
21207,253,,,S,1,N,R,,,B-B,Stellario edwardsii–Bryetum cryophili,NM,43,9,4,,,A,RU,Bolshevik_island,27,"Russia, Severnaya Zemlya archipelago, Bolshevik Island, Golysheva River",,,Y,GPS,2000,78.43333333,104.4666667,,3,90,,,,,NAT,,,,Y,Y,Y,1,1,0,0,0,0,,,,,,,100,+,,,,,,,100,,0,0,,,
21208,254,,,S,1,N,R,,,B-B,Stellario edwardsii–Bryetum cryophili,NM,43,9,5,,,A,RU,Bolshevik_island,27,"Russia, Severnaya Zemlya archipelago, Bolshevik Island, Golysheva River",,,Y,GPS,2000,78.43333333,104.4666667,,4,90,,,,,NAT,,,,Y,Y,Y,1,1,0,0,0,0,,,,,,,100,+,,,,,,,100,,0,0,,,
21209,171,,,S,1,N,R,,,B-B,Dicranoweisio crispulae–Cetrarielletum delisi,NM,43,4,2,,,A,RU,Bolshevik_island,27,"Russia, Severnaya Zemlya archipelago, Bolshevik Island, Solnechnaya Bay",,,Y,GPS,5000,78.21666667,103.25,,,,,,,,NAT,,,,Y,Y,Y,1,1,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,
21210,172,,,S,1,N,R,,,B-B,Dicranoweisio crispulae–Cetrarielletum delisi,NM,43,4,4,,,A,RU,Bolshevik_island,27,"Russia, Severnaya Zemlya archipelago, Bolshevik Island, Solnechnaya Bay",,,Y,GPS,5000,78.21666667,103.25,,,,,,,,NAT,,,,Y,Y,Y,1,1,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,
21211,173,,,S,1,N,R,,,B-B,Dicranoweisio crispulae–Cetrarielletum delisi,NM,43,4,6,,,A,RU,Bolshevik_island,27,"Russia, Severnaya Zemlya archipelago, Bolshevik Island, Solnechnaya Bay",,,Y,GPS,5000,78.21666667,103.25,,,,,,,,NAT,,,,Y,Y,Y,1,1,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,
21212,174,,,S,1,N,R,,,B-B,Dicranoweisio crispulae–Cetrarielletum delisi,NM,43,4,1,,,A,RU,Bolshevik_island,27,"Russia, Severnaya Zemlya archipelago, Bolshevik Island, Solnechnaya Bay",,,Y,GPS,5000,78.21666667,103.25,,,,,,,,NAT,,,,Y,Y,Y,1,1,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,
21213,175,,,S,1,N,R,,,B-B,Dicranoweisio crispulae–Cetrarielletum delisi,NM,43,4,5,,,A,RU,Bolshevik_island,27,"Russia, Severnaya Zemlya archipelago, Bolshevik Island, Solnechnaya Bay",,,Y,GPS,5000,78.21666667,103.25,,,,,,,,NAT,,,,Y,Y,Y,1,1,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,
21214,176,,,S,1,N,R,,,B-B,Dicranoweisio crispulae–Cetrarielletum delisi,NM,43,4,3,,,A,RU,Bolshevik_island,27,"Russia, Severnaya Zemlya archipelago, Bolshevik Island, Solnechnaya Bay",,,Y,GPS,5000,78.21666667,103.25,,,,,,,,NAT,,,,Y,Y,Y,1,1,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,
21215,177,,,S,1,N,R,,,B-B,Dicranoweisio crispulae–Cetrarielletum delisi,NM,43,4,10,,,A,RU,Bolshevik_island,27,"Russia, Severnaya Zemlya archipelago, Bolshevik Island, Solnechnaya Bay",,,Y,GPS,5000,78.21666667,103.25,,,,,,,,NAT,,,,Y,Y,Y,1,1,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,
21216,178,,,S,1,N,R,,,B-B,Dicranoweisio crispulae–Cetrarielletum delisi,NM,43,4,9,,,A,RU,Bolshevik_island,27,"Russia, Severnaya Zemlya archipelago, Bolshevik Island, Solnechnaya Bay",,,Y,GPS,5000,78.21666667,103.25,,,,,,,,NAT,,,,Y,Y,Y,1,1,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,
21217,179,,,S,1,N,R,,,B-B,Dicranoweisio crispulae–Cetrarielletum delisi,NM,43,4,7,,,A,RU,Bolshevik_island,27,"Russia, Severnaya Zemlya archipelago, Bolshevik Island, Solnechnaya Bay",,,Y,GPS,5000,78.21666667,103.25,,,,,,,,NAT,,,,Y,Y,Y,1,1,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,
21218,180,,,S,1,N,R,,,B-B,Dicranoweisio crispulae–Cetrarielletum delisi,NM,43,4,8,,,A,RU,Bolshevik_island,27,"Russia, Severnaya Zemlya archipelago, Bolshevik Island, Solnechnaya Bay",,,Y,GPS,5000,78.21666667,103.25,,,,,,,,NAT,,,,Y,Y,Y,1,1,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,
21219,161,,,S,1,N,R,,,B-B,Gymnomitrio corallioidis–Sphaerophoretum fragilis,NM,43,4,18,,,A,RU,Bolshevik_island,27,"Russia, Severnaya Zemlya archipelago, Bolshevik Island, Solnechnaya Bay",,,Y,GPS,5000,78.21666667,103.25,,,,,,,,NAT,,,,Y,Y,Y,1,1,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,
21220,162,,,S,1,N,R,,,B-B,Gymnomitrio corallioidis–Sphaerophoretum fragilis,NM,43,4,19,,,A,RU,Bolshevik_island,27,"Russia, Severnaya Zemlya archipelago, Bolshevik Island, Solnechnaya Bay",,,Y,GPS,5000,78.21666667,103.25,,,,,,,,NAT,,,,Y,Y,Y,1,1,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,
21221,163,,,S,1,N,R,,,B-B,Gymnomitrio corallioidis–Sphaerophoretum fragilis,NM,43,4,16,,,A,RU,Bolshevik_island,27,"Russia, Severnaya Zemlya archipelago, Bolshevik Island, Solnechnaya Bay",,,Y,GPS,5000,78.21666667,103.25,,,,,,,,NAT,,,,Y,Y,Y,1,1,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,
21222,164,,,S,1,N,R,,,B-B,Gymnomitrio corallioidis–Sphaerophoretum fragilis,NM,43,4,17,,,A,RU,Bolshevik_island,27,"Russia, Severnaya Zemlya archipelago, Bolshevik Island, Solnechnaya Bay",,,Y,GPS,5000,78.21666667,103.25,,,,,,,,NAT,,,,Y,Y,Y,1,1,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,
21223,165,,,S,1,N,R,,,B-B,Gymnomitrio corallioidis–Sphaerophoretum fragilis,NM,43,4,21,,,A,RU,Bolshevik_island,27,"Russia, Severnaya Zemlya archipelago, Bolshevik Island, Solnechnaya Bay",,,Y,GPS,5000,78.21666667,103.25,,,,,,,,NAT,,,,Y,Y,Y,1,1,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,
21224,166,,,S,1,N,R,,,B-B,Gymnomitrio corallioidis–Sphaerophoretum fragilis,NM,43,4,20,,,A,RU,Bolshevik_island,27,"Russia, Severnaya Zemlya archipelago, Bolshevik Island, Solnechnaya Bay",,,Y,GPS,5000,78.21666667,103.25,,,,,,,,NAT,,,,Y,Y,Y,1,1,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,
21225,167,,,S,1,N,R,,,B-B,Gymnomitrio corallioidis–Sphaerophoretum fragilis,NM,43,4,22,,,A,RU,Bolshevik_island,27,"Russia, Severnaya Zemlya archipelago, Bolshevik Island, Solnechnaya Bay",,,Y,GPS,5000,78.21666667,103.25,,,,,,,,NAT,,,,Y,Y,Y,1,1,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,
21226,168,,,S,1,N,R,,,B-B,Gymnomitrio corallioidis–Sphaerophoretum fragilis,NM,43,4,14,,,A,RU,Bolshevik_island,27,"Russia, Severnaya Zemlya archipelago, Bolshevik Island, Solnechnaya Bay",,,Y,GPS,5000,78.21666667,103.25,,,,,,,,NAT,,,,Y,Y,Y,1,1,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,
21227,169,,,S,1,N,R,,,B-B,Gymnomitrio corallioidis–Sphaerophoretum fragilis,NM,43,4,23,,,A,RU,Bolshevik_island,27,"Russia, Severnaya Zemlya archipelago, Bolshevik Island, Solnechnaya Bay",,,Y,GPS,5000,78.21666667,103.25,,,,,,,,NAT,,,,Y,Y,Y,1,1,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,
21228,170,,,S,1,N,R,,,B-B,Gymnomitrio corallioidis–Sphaerophoretum fragilis,NM,43,4,15,,,A,RU,Bolshevik_island,27,"Russia, Severnaya Zemlya archipelago, Bolshevik Island, Solnechnaya Bay",,,Y,GPS,5000,78.21666667,103.25,,,,,,,,NAT,,,,Y,Y,Y,1,1,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,
